name,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Volkswagen Polo 1 Highline 1.2L,2013,75000,1,1,0,1,40000
Maruti Swift VXI,2013,90000,0,0,0,1,37000
Hyundai Verna CRDi ABS,2007,80000,1,0,0,2,17500
Mercedes-Benz E-Class 230,1998,35000,0,0,1,2,100000
Maruti Alto 800 LXI,2013,25000,0,0,0,2,9280
Tata Xenon XT EX 4X2,2014,90000,1,0,0,1,29100
Maruti Alto 800 LXI,2013,25000,0,0,0,2,9280
Hyundai Verna 1.6 SX CRDi (O),2013,110000,1,0,0,3,33500
Maruti Omni 8 Seater BSIV,2013,35000,0,0,0,1,17000
Maruti Alto 800 LXI,2019,10000,0,0,0,1,29500
Renault KWID RXL,2019,10000,0,0,0,1,37500
Hyundai EON Era Plus,2012,70000,0,0,0,2,21500
Ford Fiesta 1.4 ZXi TDCi ABS,2009,110000,1,0,0,2,15000
Maruti Alto LXI,2003,5000,0,0,0,2,6000
Maruti Alto LX,2006,120000,0,0,0,3,5200
Maruti Omni 3 CARGO BSIII W IMMOBILISER,2009,90000,3,0,0,2,8000
Maruti Alto LX,2012,70000,0,0,0,2,14000
Hyundai Verna i (0),2008,90000,0,0,0,2,12000
Ford Fiesta Classic 1.4 SXI Duratorq,2006,120000,1,0,0,3,11000
Tata New Safari Dicor EX 4X2 BS IV,2012,110000,1,0,0,4,28000
Toyota Etios VD,2016,50000,1,0,0,2,45000
Mahindra XUV500 W7,2018,58000,1,0,0,1,115000
Maruti Baleno Delta 1.3,2018,15000,1,0,0,1,65000
Tata Zest Revotron 1.2T XE,2015,60000,0,0,0,2,30000
Tata Nano Twist XT,2015,57000,0,0,0,1,7300
Maruti Swift VDI BSIV,2015,87000,1,0,0,3,40000
Renault KWID 1.0 RXT Optional,2017,70000,0,0,0,1,30000
Maruti Wagon R AX,2012,30000,0,0,1,2,30000
Maruti Swift Dzire VDI,2012,80000,1,0,0,1,45000
Hyundai Santro Xing GLS,2009,100000,0,0,0,2,20000
Maruti Swift VXI,2019,40000,0,0,0,1,58000
Hyundai Grand i10 1.2 Kappa Asta,2017,3917,0,0,0,1,55000
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,160000,1,0,0,2,19000
Tata Tiago 1.05 Revotorq XT Option,2017,35000,1,0,0,1,45000
Chevrolet Spark 1.0 LS,2014,70000,0,0,0,1,22000
Maruti SX4 ZXI MT BSIV,2012,69069,0,1,0,1,31000
Hyundai Elite i20 Sportz Plus BSIV,2019,13500,0,0,0,1,65000
Maruti Wagon R Stingray VXI,2014,59059,0,1,0,1,30000
Hyundai Accent Executive,2013,70000,0,0,0,1,20000
Honda Brio S MT,2012,39039,0,1,0,1,28500
Honda Brio Exclusive Edition,2014,33033,0,1,0,1,33500
Hyundai Verna Transform SX VTVT,2011,55168,0,0,0,2,37000
Hyundai i20 1.2 Sportz,2013,41041,0,1,0,1,37500
Hyundai i10 Magna,2009,67067,0,1,0,1,23500
Hyundai i10 Sportz 1.2 AT,2013,66066,0,1,1,1,34500
Mahindra Quanto C8,2013,82082,1,1,0,1,36500
Hyundai Grand i10 Sportz,2014,48000,0,0,0,1,40000
Hyundai EON D Lite Plus,2015,30000,0,0,0,1,25000
Hyundai Verna SX CRDi AT,2012,70070,1,1,1,1,46500
Renault KWID RXT,2017,10000,0,0,0,1,30000
Maruti Swift Dzire ZXI 1.2 BS IV,2018,25000,0,0,0,1,65500
Maruti Wagon R LXI 2,2016,30000,2,0,0,2,35000
Hyundai i10 Sportz 1.2 AT,2015,50000,0,1,1,1,50000
Hyundai Grand i10 AT Asta,2015,63063,0,1,1,1,46500
Maruti Swift VDi BSIII W/ ABS,2008,70000,1,0,0,1,26300
Maruti Omni MPI STD BSIV,2012,90000,0,0,0,1,25000
Hyundai Accent GLE 1,1999,90000,0,0,0,4,6000
Hyundai Getz GLX,2005,90000,0,0,0,3,7000
Chevrolet Sail Hatchback 1.2 LS,2016,30000,0,0,0,1,25000
Hyundai EON Magna Plus,2016,80000,0,0,0,1,22999
Chevrolet Optra Magnum 2.0 LS,2011,120000,1,0,0,1,19500
Datsun RediGO S,2016,22000,0,0,0,1,27000
Honda WR-V i-DTEC VX,2017,140000,1,0,0,1,65000
Hyundai i20 Asta 1.4 CRDi,2014,80000,1,0,0,2,37000
Maruti Swift VDI Optional,2016,40000,1,0,0,1,50999
Maruti Zen Estilo VXI BSIV,2011,33000,0,0,0,1,28000
Maruti A-Star Vxi,2010,40000,0,0,0,1,18000
Renault KWID 1.0 RXT Optional,2018,10500,0,0,0,1,30000
Mahindra Bolero 2011-2019 SLX,2013,107000,1,0,0,1,40000
Hyundai i10 Sportz 1.2,2010,60000,0,0,0,2,21000
Hyundai Santro Xing XG eRLX Euro III,2006,120000,0,0,0,2,9000
Maruti Wagon R LXI BS IV,2010,70000,0,0,0,1,22200
Maruti Alto 800 LXI,2015,50000,0,0,0,2,24000
Toyota Etios Liva GD,2013,70000,1,0,0,2,45000
Ford Ecosport 1.5 0 Ambiente,2017,6000,0,0,0,1,65000
Hyundai Verna SX 1,2010,78000,1,1,0,2,20000
Hyundai Verna SX 1,2011,72000,1,1,0,3,21000
Tata Nano Cx BSIV,2011,9528,0,1,0,1,7500
Toyota Innova 2.5 G (1) 8 Seater,2011,135200,1,1,0,1,45000
Hyundai i20 1.2 Sportz,2011,58000,0,1,0,2,22000
Hyundai i20 Magna 1.4 CRDi (1),2013,78000,1,1,0,2,32500
Tata Zest Revotron 1.2T XE,2018,45000,0,0,0,1,45000
Ford EcoSport 1.5 1 Titanium Plus BSIV,2017,35000,1,0,0,1,82500
Hyundai Accent GLS,2007,76000,0,1,0,3,12500
Mahindra Xylo D2 BS IV,2015,100000,1,0,0,3,43499
Mahindra Scorpio SLE BSIV,2011,99000,1,0,0,2,48499
Maruti Ritz VDi,2009,80000,1,0,0,3,17500
Honda Civic 1.8 S MT,2006,120000,0,0,0,3,22000
Honda BR-V i-VTEC VX MT,2020,1100,0,1,0,1,125000
Maruti Omni E MPI STD BS IV,2017,34000,0,1,0,1,21500
Mahindra XUV500 W6 2WD,2014,68000,1,1,0,1,62500
Ford EcoSport 1.5 1 Titanium BSIV,2018,15000,1,0,0,1,61500
Chevrolet Beat 1 PS,2012,58000,1,1,0,1,13000
Tata Indigo CS eLX BS IV,2013,50300,1,0,0,1,17500
Tata Indigo CR4,2011,70000,1,0,0,2,15000
Tata Indica Vista TDI LS,2011,60000,1,0,0,3,19500
Maruti Ertiga 1.5 VDI,2020,90000,1,0,0,1,55000
Isuzu D-Max V-Cross Standard,2018,40000,1,0,0,1,150000
Skoda Superb 1.8 TFSI MT,2010,80000,0,0,0,2,40000
Nissan Kicks XV Premium D BSIV,2019,15000,1,0,0,1,135000
Maruti Swift 1.2 DLX,2015,45000,0,0,0,1,21700
Maruti Swift VDI BSIV,2011,130000,1,0,0,2,29000
Mahindra Bolero Power Plus SLX,2018,80000,1,0,0,1,70000
Maruti Alto 800 Base,2014,40000,0,0,0,1,17500
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,80000,1,0,0,1,57500
Maruti Ritz LDi,2016,100000,1,0,0,2,38000
Mahindra Xylo D4 BSIV,2013,151624,1,0,0,2,35000
Renault Duster 85PS 1 RxL Optional,2012,160000,1,0,0,1,45000
Hyundai Santro AT 2,2005,110000,2,0,0,2,13000
Maruti Swift VDI BSIV,2015,74820,1,0,0,1,32000
Mahindra XUV500 W6 2WD,2014,82000,1,0,0,1,55000
Maruti Wagon R VXI BS IV,2015,50000,0,0,0,2,37000
Chevrolet Beat LT,2010,70000,0,0,0,2,11499
Ford Ecosport Sports 0,2020,1000,0,0,0,1,110000
Hyundai Tucson CRDi,2006,170000,1,0,0,1,17000
Tata Indigo TDI,2008,150000,1,0,0,3,8000
Ford EcoSport 1.5 1 Titanium BSIV,2019,17000,1,0,0,1,95000
Maruti Swift Dzire VDI,2014,150000,1,0,0,1,42500
Hyundai i20 Asta Option 1.4 CRDi,2015,80000,1,0,0,1,50000
Hyundai Santro Xing XG eRLX Euro III,2005,170000,0,0,0,3,7000
Honda Amaze S i-Dtech,2013,120000,1,0,0,1,34900
Hyundai i20 1.2 Sportz,2012,90000,0,0,0,3,33000
Hyundai Santro Xing GLS,2010,90000,0,0,0,3,12000
Hyundai Verna 1.6 SX CRDi (O),2013,100000,1,0,0,2,43000
Maruti Swift VDI BSIV,2014,90000,1,0,0,1,39000
Nissan Micra 1 XV Primo,2012,129000,1,0,0,1,22500
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,186000,1,0,1,2,35000
Tata Sumo LX,2009,66778,1,0,0,1,10000
Hyundai EON Era Plus,2014,50000,0,0,0,1,19000
Hyundai i20 Sportz 1.4 CRDi,2014,110000,1,0,0,2,31500
Hyundai Grand i10 CRDi Magna,2015,60000,1,0,0,2,30000
Renault KWID RXT,2016,40000,0,0,0,1,28000
Hyundai Tucson 2.0 e-VGT 2WD MT,2017,55000,1,1,0,1,165000
Hyundai EON Era Plus,2015,21000,0,1,0,2,29500
Jaguar XF 5.0 Litre V8 0,2012,66363,0,1,1,2,205000
Hyundai Creta 1.6 VTVT AT SX Plus,2018,11700,0,1,1,1,147500
Hyundai Verna VTVT 1.6 AT SX Option,2017,10000,0,0,1,1,110000
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,100000,1,0,1,2,440000
Maruti Swift ZXI BSIV,2016,7104,0,2,0,1,67000
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,1,2,0,1,75000
Hyundai Verna 1.6 VTVT SX,2015,55340,0,2,0,1,76000
Volkswagen Polo GTI,2017,20000,0,1,1,2,85000
Renault Pulse RxL,2015,61585,1,2,0,1,39000
Maruti Celerio VXI AMT BSIV,2016,39415,0,2,1,2,45000
Honda Brio V MT,2014,29654,0,2,0,1,42500
Maruti Baleno Alpha 1.3,2016,64672,1,2,0,1,77000
Hyundai Creta 1.6 SX 1 1,2015,54634,1,2,1,2,115000
Honda City i VTEC V,2015,66521,0,2,0,1,77500
Hyundai Elite i20 Asta Option CVT BSIV,2019,3000,0,0,1,1,72000
Toyota Innova Crysta 2.4 GX AT,2018,23974,1,1,1,2,172500
Tata Tiago 1.2 Revotron XZ,2018,10000,0,0,0,1,53900
Maruti Celerio ZXI,2017,50000,0,0,0,1,42000
Maruti Omni E 8 Str STD,2001,70000,0,0,0,3,8500
OpelCorsa 1.6Gls,2004,73000,0,0,0,4,14200
Hyundai EON D Lite,2014,76000,0,0,0,2,18000
Chevrolet Tavera Neo 3 Max 9 Str BSIII,2014,120000,1,0,0,2,40000
Mahindra Scorpio VLX 2WD ABS AT BSIII,2009,170000,1,0,1,3,36000
Hyundai Santro Xing XG,2003,110000,0,0,0,2,8500
Honda Brio 1.2 S MT,2016,63400,0,0,0,1,35000
Datsun GO Plus T BSIV,2015,25000,0,0,0,1,38000
Hyundai i10 Era,2009,80000,0,0,0,3,14000
Maruti Wagon R VXI BS IV,2012,90000,0,0,0,1,20000
Hyundai Santro Xing GL,2011,157000,0,0,0,1,15000
Tata Indica Vista Quadrajet LS,2012,80000,1,0,0,2,15000
Maruti 800 Std BSII,2006,40000,0,0,0,2,9000
Mahindra Bolero SLX 2WD,2007,100000,1,0,0,2,30000
Renault KWID RXT,2017,50000,0,0,0,1,28000
Maruti Alto K10 2010-2014 VXI,2011,40000,0,0,0,1,20000
Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2009,38500,0,0,0,2,11000
Hyundai i10 Magna,2008,103921,0,0,0,2,14000
Hyundai Creta 1.4 EX 1,2020,10000,1,0,0,1,105000
Honda City i-VTEC VX,2018,14825,0,1,0,1,115000
Honda BR-V i-DTEC VX MT,2016,43377,1,1,0,1,91000
Ford Figo 1 Titanium,2010,102307,1,1,0,1,16000
Maruti Zen LX,2004,79000,0,0,0,2,10500
Skoda Octavia Elegance 2.0 TDI AT,2014,135000,1,0,1,3,120000
Renault KWID 1.0 RXT Optional,2018,10500,0,0,0,1,30000
Maruti Wagon R LXI,2004,90000,0,0,0,4,7000
Chevrolet Beat 1,2012,110000,1,0,0,1,16000
Chevrolet Beat 1 LS,2012,50000,1,0,0,1,16000
Chevrolet Sail Hatchback LT ABS,2013,80000,1,0,0,1,22500
Honda Jazz 1.5 VX i DTEC,2018,19571,1,1,0,1,79000
Honda City 1.3 EXI,2002,100000,0,0,0,1,14500
Honda City i-VTEC ZX,2018,29600,0,1,0,1,120000
Ford EcoSport 1.5 1 Titanium Plus BSIV,2018,20000,1,0,0,1,93000
Hyundai EON D Lite,2016,30000,0,0,0,1,21000
Hyundai Getz 1.5 CRDi GVS,2008,154000,1,0,0,3,11000
Maruti Swift LXI,2011,70000,0,0,0,1,17500
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,15000,1,0,1,1,95000
Renault Lodgy Stepway 85PS RXZ 8S,2017,40000,1,0,0,1,65000
Maruti Swift VXI,2019,51000,0,0,0,1,55000
Maruti Alto LX BSIII,2008,120000,0,0,0,2,8500
Maruti Celerio LXI MT BSIV,2019,50000,0,0,0,1,34000
Renault Captur 1.5 1 RXT,2017,13500,1,0,0,1,82500
Toyota Etios 1.5 V,2016,35000,0,0,0,1,50999
Renault Duster 85PS 1 RxL,2013,1000,1,1,0,2,45000
Mercedes-Benz C-Class Progressive C 220d,2018,10000,1,1,1,1,380000
Audi A4 3.0 TDI Quattro,2013,86000,1,1,1,1,158000
BMW X5 xDrive 30d xLine,2019,30000,1,1,1,1,495000
Hyundai Creta 1.6 CRDi SX,2016,52600,1,0,0,1,53500
Maruti SX4 Vxi BSIV,2012,110000,0,0,0,2,22500
Hyundai Grand i10 1.2 Kappa Magna AT,2017,19890,0,1,1,1,55000
Maruti Swift ZXI BSIV,2016,7104,0,2,0,1,67000
Maruti Ertiga VXI,2015,11918,0,2,0,1,62500
Hyundai Grand i10 Magna AT,2017,10510,0,1,1,1,52000
Chevrolet Beat LT Option,2016,41000,0,1,0,1,23900
Toyota Fortuner 4x2 AT,2017,47162,1,2,1,1,260000
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,1,2,0,1,75000
Hyundai i10 Magna,2012,49824,0,1,0,1,22999
Audi A6 2.0 TDI Premium Plus,2013,58500,1,1,1,1,130000
Hyundai Santro GS,2005,56580,0,1,0,1,8000
Skoda Laura Ambiente 2.0 TDI CR MT,2012,52000,1,1,0,1,38500
Hyundai Verna 1.6 VTVT SX,2015,55340,0,2,0,1,76000
Maruti Swift Dzire VDI,2017,46507,1,2,0,1,60000
Renault Duster 85PS 1 RxL,2013,1000,1,1,0,2,45000
Mercedes-Benz C-Class Progressive C 220d,2018,10000,1,1,1,1,380000
Audi A4 3.0 TDI Quattro,2013,86000,1,1,1,1,158000
BMW X5 xDrive 30d xLine,2019,30000,1,1,1,1,495000
Hyundai Creta 1.6 CRDi SX,2016,52600,1,0,0,1,53500
Maruti SX4 Vxi BSIV,2012,110000,0,0,0,2,22500
Hyundai Grand i10 1.2 Kappa Magna AT,2017,19890,0,1,1,1,55000
Maruti Swift ZXI BSIV,2016,7104,0,2,0,1,67000
Maruti Ertiga VXI,2015,11918,0,2,0,1,62500
Hyundai Grand i10 Magna AT,2017,10510,0,1,1,1,52000
Chevrolet Beat LT Option,2016,41000,0,1,0,1,23900
Toyota Fortuner 4x2 AT,2017,47162,1,2,1,1,260000
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,1,2,0,1,75000
Hyundai i10 Magna,2012,49824,0,1,0,1,22999
Audi A6 2.0 TDI Premium Plus,2013,58500,1,1,1,1,130000
Hyundai Santro GS,2005,56580,0,1,0,1,8000
Skoda Laura Ambiente 2.0 TDI CR MT,2012,52000,1,1,0,1,38500
Hyundai Verna 1.6 VTVT SX,2015,55340,0,2,0,1,76000
Maruti Swift Dzire VDI,2017,46507,1,2,0,1,60000
Maruti Baleno Alpha 1.3,2017,70000,1,0,0,1,65000
Chevrolet Spark 1.0 LS,2011,60000,0,0,0,2,14000
Maruti Alto LXi,2011,70000,0,0,0,1,15000
Datsun GO Plus A Option 0,2018,10000,0,0,0,2,45000
Hyundai Accent CRDi,2006,245244,1,0,0,4,17000
Renault KWID 1.0 RXT Optional,2017,60000,0,0,0,1,40000
Tata Tiago 1.2 Revotron XE,2016,30000,0,0,0,1,30000
Maruti Alto 800 Base,2012,8000,0,0,0,1,25000
Tata Tigor 1.2 Revotron XM,2019,10000,0,0,0,1,50000
Hyundai Accent CRDi,2002,100000,1,0,0,3,8500
Nissan Sunny 1 XL,2012,110000,1,0,0,1,30000
Hyundai Santro GS,2005,56580,0,1,0,1,8000
Mahindra XUV500 AT W8 FWD,2015,45000,1,1,1,1,74000
Hyundai Santro Xing XG,2005,68500,0,1,0,1,7000
Hyundai Santro Sportz AMT,2019,5007,0,1,1,1,48499
Nissan Micra Active XV S,2013,30000,0,0,0,1,16400
Honda City 1.5 V AT,2008,70000,0,0,1,1,14000
Mercedes-Benz E-Class E250 CDI Elegance,2011,49600,1,1,1,1,99900
Maruti Alto LXI,2005,23000,0,0,0,2,5600
BMW 7 Series 730Ld,2006,30000,1,1,1,1,105000
Hyundai Verna 1.6 VTVT,2010,38000,0,1,0,1,19000
Audi Q5 3.0 TDI Quattro Technology,2018,22000,1,1,1,1,389900
Hyundai i10 Sportz 1.2,2011,43100,0,1,0,1,23500
Datsun GO Plus T,2017,10171,0,1,0,1,35000
Renault Duster 110PS 1 RxL,2015,41123,1,1,0,1,46500
Toyota Camry Hybrid 2.5,2017,20118,0,1,1,1,190000
Honda City i DTec SV,2014,40000,1,1,0,1,45000
Volkswagen Jetta 2.0L TDI Highline,2015,52517,1,1,0,1,79000
Mahindra Marazzo M2 8Str,2019,20000,1,0,0,1,90000
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,99117,1,1,0,1,45000
Chevrolet Spark 1.0 LS,2009,90000,0,0,0,1,13500
Maruti Celerio ZXI MT BSIV,2019,3700,0,0,0,1,42500
Tata Indica Vista Terra 1.4 TDI,2010,80000,1,0,0,1,10000
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,100000,1,0,0,2,65000
Tata Indica Vista Aqua 1.4 TDI,2011,54000,1,0,0,1,9000
Hyundai EON Era Plus,2017,19000,0,0,0,1,25000
Maruti Swift Dzire VDI,2014,120000,1,0,0,1,30000
Maruti Wagon R VXI BS IV,2014,30000,0,0,0,1,27500
Honda BRV i-VTEC V MT,2017,43500,0,0,0,1,60000
Renault KWID RXT,2016,60000,0,0,0,2,27000
Renault KWID RXT Optional,2016,70000,0,0,0,2,24000
Skoda Octavia Elegance 2.0 TDI AT,2014,135000,1,0,1,3,120000
Chevrolet Beat 1 LS,2012,50000,1,0,0,1,16000
Honda Jazz 1.5 VX i DTEC,2018,19571,1,1,0,1,79000
Honda City i-VTEC ZX,2018,29600,0,1,0,1,120000
Maruti Swift LXI,2011,70000,0,0,0,1,17500
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,15000,1,0,1,1,95000
Maruti Celerio LXI MT BSIV,2019,50000,0,0,0,1,34000
Renault Captur 1.5 1 RXT,2017,13500,1,0,0,1,82500
Audi A4 30 TFSI Technology,2018,22000,0,0,1,1,310000
Honda Amaze VX 1 BSIV,2018,25000,1,1,0,1,78000
Toyota Corolla Altis 1.8 VL AT,2010,80000,0,0,1,3,35000
Honda Amaze VX 0 BSIV,2018,39000,0,1,0,1,69000
Maruti Alto 800 VXI,2016,60000,0,0,0,1,24500
Honda Amaze VX 1 BSIV,2018,49000,1,1,0,1,79000
Honda Amaze VX i-VTEC,2018,48600,0,1,0,1,68000
Hyundai Grand i10 Asta Option,2017,20000,0,0,0,2,54000
Mahindra KUV 100 mFALCON G80 K2,2016,25000,0,0,0,1,42500
Maruti Zen Estilo Sports,2008,120000,0,0,0,1,14000
Maruti Ertiga ZDI Plus,2019,30000,1,0,0,1,110000
Renault Lodgy 85PS RxL,2015,35000,1,0,0,1,71500
Maruti Swift VXI,2013,90000,0,0,0,1,37000
Hyundai Verna CRDi ABS,2007,80000,1,0,0,2,17500
Mercedes-Benz E-Class 230,1998,35000,0,0,1,2,100000
Maruti Alto 800 LXI,2013,25000,0,0,0,2,9280
Tata Xenon XT EX 4X2,2014,90000,1,0,0,1,29100
Maruti Alto 800 LXI,2013,25000,0,0,0,2,9280
Renault KWID 1.0 RXT Optional,2016,20000,0,0,0,1,35000
Maruti Omni 5 Str STD,1998,60000,0,1,0,3,6500
Maruti Swift Dzire VDI,2015,58000,1,0,0,1,65000
Maruti Wagon R LX BS IV,2014,40000,0,1,0,1,35000
Maruti Wagon R LXI,2005,70000,0,0,0,2,7500
Hyundai i20 Asta (o) 1.4 CRDi (1),2012,70000,1,1,0,1,44000
Hyundai Santro Xing GLS,2013,60000,0,0,0,1,27000
Toyota Innova 2.5 V 1 7-seater,2014,135000,1,1,0,1,115000
Maruti Omni 8 Seater BSII,2015,70000,0,1,0,1,23800
Mercedes-Benz B Class B180 Sports,2013,40000,0,0,1,2,110000
Mahindra XUV500 W10 2WD,2015,75000,1,1,0,2,120000
Skoda Fabia 1.2L 1 Ambiente,2010,150000,1,0,0,1,26000
Toyota Etios VD,2012,140000,1,0,0,3,35000
Toyota Etios Liva VD,2015,70000,1,0,0,1,48000
Toyota Etios Liva GD,2012,137250,1,0,0,2,34500
Mahindra Scorpio M2DI,2013,110000,1,0,0,2,50000
Hyundai Grand i10 Asta Option,2017,27000,0,1,0,1,59500
Hyundai Verna CRDi 1.6 SX Option,2019,9000,1,1,0,1,129500
Volkswagen Vento 1.5 TDI Highline BSIV,2019,5400,1,1,0,2,135000
Renault KWID Climber 1.0 MT Opt BSIV,2020,1000,0,1,0,2,54100
Hyundai Santro Asta,2018,16000,0,1,0,1,51500
Ford Figo Aspire Titanium Plus 1,2019,13000,1,1,0,2,89499
Renault Pulse RxZ Optional,2012,47000,1,1,0,1,32500
Maruti Ciaz 1.4 Alpha,2018,22000,0,0,0,1,92500
Nissan Terrano XL P,2017,30000,0,0,0,1,84499
Maruti Ciaz 1.4 Alpha,2018,20000,0,0,0,1,92500
Tata Manza Club Class Quadrajet90 LX,2013,60000,1,0,0,1,30000
Toyota Camry M/t,2008,75000,0,0,0,2,65000
Maruti Alto K10 LXI,2010,64000,0,1,0,1,17500
Maruti SX4 S Cross DDiS 320 Delta,2015,80000,1,0,0,1,32500
Renault Duster 85PS 1 RxZ,2017,90000,1,0,0,1,60000
Maruti Swift ZXI Plus,2018,30000,0,0,0,1,70000
Toyota Corolla H3,2003,120000,0,0,1,2,9500
Maruti Celerio ZXI,2019,20000,0,1,0,1,49000
Tata Safari DICOR 2.2 EX 4x2,2013,100000,1,0,0,1,38000
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,31000,0,1,0,1,55000
Maruti Alto 800 LXI,2013,47000,0,1,0,1,22500
Tata Nexon 1.2 Revotron XM,2018,11200,0,0,0,1,57000
Maruti Alto 800 LXI,2018,35000,0,1,0,1,30500
Maruti Wagon R Duo Lxi,2010,50000,3,1,0,1,24000
Maruti Ertiga SHVS VDI,2015,55000,1,1,0,1,70000
Maruti Omni E MPI STD BS IV,2018,20000,0,1,0,1,28800
Mahindra Bolero B4,2017,75000,1,1,0,1,80000
Maruti Celerio VXI,2017,93000,0,1,0,1,43000
Chevrolet Beat 1 LT Option,2009,57000,1,1,0,2,19500
Maruti Eeco Smiles 5 Seater AC,2014,30000,0,1,0,1,32500
Renault Duster 85PS 1 RxE,2013,73000,1,1,0,1,45000
Maruti Swift Dzire VDI,2016,65000,1,1,0,1,63000
Maruti Swift 1.3 VXi,2009,62000,0,1,0,2,25000
Hyundai Santro GLS I - Euro II,2007,85000,0,1,0,1,13500
Chevrolet Spark 1.0 PS,2010,73000,0,0,0,1,11000
Maruti Swift ZDi,2012,55000,1,1,0,1,35000
Maruti Omni E MPI STD BS IV,2016,5800,0,0,0,2,24000
Toyota Innova 2.5 V 1 8-seater,2009,350000,1,0,0,1,35000
Maruti Swift ZXI Plus,2018,30000,0,0,0,1,60000
Maruti Swift Dzire VDI,2018,20000,1,0,0,1,75000
Hyundai EON Era Plus,2018,20000,0,0,0,1,27000
Maruti Alto LXi,2007,100000,0,0,0,2,9000
Maruti Wagon R Stingray VXI,2013,65000,0,0,0,1,35000
Ford Figo 1 Celebration Edition,2013,90000,1,0,0,2,28500
Toyota Innova 2.5 E 1 MS 7-seater,2011,267000,1,0,0,2,66500
Mahindra Scorpio 2.6 CRDe,2005,250000,1,0,0,2,17500
Mahindra Xylo D2,2011,140000,1,0,0,2,35000
Honda City i-VTEC CVT ZX,2018,22000,0,1,1,1,122500
Honda Jazz Select Edition Active,2010,60000,0,1,0,2,28500
Honda City i-VTEC VX,2018,28635,0,1,0,1,100000
Honda Amaze VX 1 BSIV,2018,32114,1,1,0,1,78000
Maruti Celerio VXI,2014,82000,0,1,0,2,30000
Maruti Swift VXI BSIII,2006,95149,0,1,0,2,16000
Honda Amaze VX i-VTEC,2018,68458,0,1,0,1,62500
Maruti Ritz VXi,2010,42000,0,0,0,1,26500
Honda City i DTEC V,2014,90000,1,0,0,2,51500
Hyundai EON D Lite,2016,30000,0,0,0,1,21000
Maruti Alto LXi,2009,80000,0,0,0,2,14000
Toyota Innova 2.5 GX (1) 7 Seater,2015,128000,1,0,0,1,94000
Nissan Terrano XV Premium 110 PS,2013,80000,1,0,0,1,75000
Maruti Baleno Alpha 1.3,2016,100000,1,0,0,1,61000
Nissan Sunny XV D Premium Leather,2015,50000,1,0,0,1,45000
Toyota Etios Liva GD,2012,56000,1,0,0,1,40999
Hyundai EON 1.0 Era Plus,2018,21302,0,0,0,1,10000
Hyundai i20 Active 1.4 SX,2016,100000,1,0,0,1,65000
Mahindra TUV 300 T8,2017,80000,1,0,0,1,65000
Hyundai Getz 1.3 GLS,2010,105546,0,0,0,1,15000
Toyota Etios Liva 1.2 V,2018,10000,0,0,0,1,50000
Toyota Innova 2.5 GX 7 STR BSIV,2012,80000,1,0,0,2,100000
Hyundai i20 Magna Optional 1.2,2013,35000,0,0,0,1,34000
Hyundai Elite i20 Asta Option BSIV,2019,11240,0,0,0,1,80000
Toyota Innova 2.5 G (1) 8 Seater,2013,120000,1,0,0,1,101000
Toyota Etios GD,2011,120000,1,0,0,3,35000
Maruti Swift VDI BSIV,2016,70000,1,0,0,1,59500
Mahindra Scorpio VLX 2WD BSIV,2014,130000,1,0,0,3,70000
Renault KWID RXL,2019,40000,0,0,0,1,26500
Maruti Alto K10 VXI,2015,60000,0,0,0,2,32000
Honda City 1.5 S MT,2011,110000,0,0,0,1,31000
Honda City i DTEC VX,2014,130000,1,0,0,1,70000
Maruti Alto LXi BSIII,2009,80000,0,0,0,2,13000
Maruti Swift Dzire VDi,2009,120000,1,0,0,2,15000
Honda Amaze E i-Dtech,2015,104000,1,0,0,2,30000
Maruti Swift Dzire LXi,2011,100000,0,0,0,2,15000
Honda City 1.3 EXI,2003,132343,0,0,0,2,12000
Hyundai Creta 1.4 CRDi S Plus,2016,90000,1,0,0,2,95000
Maruti Wagon R VXI BS IV,2007,60000,0,0,0,2,10000
Honda Jazz 1.5 SV i DTEC,2015,76000,1,0,0,1,45000
Maruti 800 EX,2004,60000,0,0,0,3,3000
Mahindra Renault Logan 1.6 0 GLSX,2009,30000,0,0,0,2,20000
Tata Indigo LS,2010,96000,1,0,0,2,25000
Mahindra Marazzo M8 8Str,2018,10000,1,0,0,1,130000
Toyota Etios Liva 1.4 VD,2017,36000,1,1,0,1,42500
Honda Amaze VX O iDTEC,2017,12997,1,1,0,1,55000
Maruti Ciaz 1.4 AT Zeta,2017,40000,0,0,1,1,50000
Hyundai Verna CRDi 1.6 SX Option,2018,26430,1,1,0,1,115000
Maruti Swift 1.3 VXI ABS,2015,24600,0,1,0,1,47500
